contig_id	length	taxa_priority	taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species
G01M_8653_V__9071	5268	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZC5_V__10049	5283	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8340_V__7219	5292	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZV1_V__9497	5305	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBF1_V__3193	5313	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__5196	5314	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8337_V__2751	5323	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V10__6695	5323	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7940V__1546	5338	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAJ6_V__6192	5341	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAW0_V__5670	5342	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8060V__9435	5343	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZK1_V__8991	5349	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZE2_V__1611	5354	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8337_V__562	5355	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__9563	5358	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__4745	5366	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBN3_V__8905	5373	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__4842	5385	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH1_V__9833	5409	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH1_V__6123	5418	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__2123	5419	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__6325	5421	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8653_V__7921	5431	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7881_V3__7633	5440	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__9124	5441	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__3607	5445	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7924V__3233	5451	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8396_V__10133	5468	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAX1_V__8458	5475	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8418_V__8285	5477	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBD0_V__3292	5485	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AWG0_V__594	5500	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
AZP1_V__10262	5504	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V9__2096	5514	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
AZC3_V__6136	5522	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8193_V__7973	5553	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__3929	5554	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAD1_V__9701	5560	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G18F_V6__2999	5562	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8337_V__7292	5569	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__1751	5584	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V12__4312	5599	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZP1_V__2338	5600	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__1638	5601	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__2949	5606	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAF1_V__5245	5611	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__4860	5611	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__7840	5619	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAF1_V__7346	5622	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__6721	5629	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7936V__3698	5632	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAM6_V__1450	5637	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7936V__6804	5640	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAC7_V__2515	5647	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
AZP1_V__9721	5658	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAT4_V__8834	5686	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8405_V__589	5693	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_7940V__5229	5695	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8418_V__9013	5702	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBD0_V__8158	5708	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8349_V__2090	5709	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAM2_V__3054	5724	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__5090	5730	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__4166	5731	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZB2_V__8977	5739	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7936V__4678	5748	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G21F_7947_V5__8091	5748	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BBD2_V__7521	5749	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7878_V2__8735	5759	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAF1_V__6992	5762	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8519_V__7704	5770	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
AZB2_V__7342	5770	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8520_V__9943	5779	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8064V__511	5796	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_7937V__10098	5796	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8418_V__8143	5807	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8399_V__5095	5818	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8190_V__5476	5819	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G23J7927V1__6673	5824	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__6090	5832	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7940V__207	5846	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7940V__4889	5874	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G21F_7876_V1__1731	5881	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAM1_V__2608	5882	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAD2_V__10329	5884	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY6_V__2688	5900	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAM2_V__7267	5906	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8590_V__3759	5907	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__6741	5931	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
MixRN7_V4__584	5953	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAY1_V__8698	5956	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8418_V__9157	5957	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAF1_V__6904	5961	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AWG0_V__9390	5964	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZP1_V__1348	5971	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8768_V__9445	5980	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__3576	5987	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8519_V__4404	6012	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__3138	6014	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZO8_V__1151	6019	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY1_V__9645	6046	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G03J_7944_V3__7756	6047	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
AZX4_V__4077	6053	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8349_V__9283	6058	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAJ6_V__7402	6060	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G21F_7878_V2__6099	6064	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_7936V__1795	6064	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8064V__5165	6073	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZB2_V__2048	6090	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8768_V__8521	6094	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAC3_V__1668	6100	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZV1_V__8071	6106	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7947_V5__1731	6106	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G03J_7944_V3__1112	6119	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__7177	6135	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAX1_V__8056	6147	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAC3_V__3464	6147	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
MixRN4_V3__2060	6150	3	10860	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	unknown	unknown
G21F_7946_V4__6866	6165	3	10841	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unknown	unknown
G01M_8653_V__6554	6169	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8520_V__3010	6185	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G21F_7876_V1__8218	6197	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G21F_7947_V5__887	6203	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8418_V__296	6203	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7881_V3__4745	6207	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__2991	6212	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__3521	6217	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8399_V__3549	6227	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8418_V__703	6230	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7881_V3__1871	6234	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZV1_V__1931	6236	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_7937V__7583	6237	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__1318	6246	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8533_V__3867	6249	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8060V__6029	6251	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8396_V__8653	6255	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBD0_V__9214	6257	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZB2_V__5964	6258	3	10841	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unknown	unknown
G01M_8588_V__6505	6279	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G21F_7878_V2__10028	6281	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAY6_V__1750	6292	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZV1_V__8934	6292	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAX3_V__5610	6300	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
G21F_7947_V5__5424	6309	3	10841	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unknown	unknown
BAF1_V__701	6333	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8418_V__4400	6339	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBD0_V__3931	6384	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_7940V__7281	6390	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAL6_V__2824	6402	3	10240	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	unknown	unknown
BAY4_V__8615	6404	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_7936V__745	6418	3	10744	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	unknown	unknown
AWG0_V__787	6420	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAW0_V__2288	6426	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZB2_V__6627	6429	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8399_V__8635	6429	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G21F_7876_V1__8572	6430	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__8654	6436	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8520_V__7142	6438	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8653_V__4587	6441	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J7928V2__7068	6442	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZP1_V__9072	6448	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__7969	6463	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY1_V__4368	6477	3	10841	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unknown	unknown
G21F_7876_V1__9130	6480	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8064V__7464	6482	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZE7_V__4054	6503	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZC1_V__8078	6503	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7946_V4__5784	6504	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__4794	6511	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BBD6_V__10325	6519	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8193_V__330	6523	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__6804	6531	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G01M_8520_V__6843	6535	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__8697	6536	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__8370	6538	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAX1_V__3630	6545	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY1_V__2885	6550	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__1083	6557	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAH14_V__4024	6557	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY4_V__9484	6561	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8337_V__6687	6562	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAC7_V__6885	6565	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G21F_7876_V1__1464	6566	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAD2_V__3046	6605	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8418_V__7775	6610	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_7937V__6400	6618	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G23J_7940V__9027	6619	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__9534	6622	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
MixSK5_V5__2621	6623	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BBD0_V__2172	6638	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8768_V__8497	6652	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8193_V__1760	6654	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G18F_V18__4964	6657	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZR1_V__5887	6662	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8196V__3521	6663	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AWG1_V__4739	6670	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
AZP1_V__639	6670	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8418_V__7668	6673	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
BAM6_V__8793	6692	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAF1_V__3521	6692	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAY6_V__8899	6692	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8399_V__6251	6699	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
G03J_7944_V3__7052	6701	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
AZK1_V__647	6704	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__957	6705	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8193_V__5612	6724	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__2855	6739	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__9167	6742	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8197_V__6939	6747	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BAX2_V__4745	6748	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8337_V__4821	6762	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G18F_V9__1753	6765	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7878_V2__8748	6772	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7947_V5__227	6779	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7876_V1__8178	6784	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G23J_8064V__2637	6805	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G21F_7947_V5__7237	6825	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G23J_8062V__5797	6858	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
BBD0_V__9173	6861	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8520_V__4591	6878	3	28883	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unknown	unknown	unknown
G01M_8520_V__3313	6908	3	10699	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unknown	unknown
G01M_8193_V__5162	6908	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
BAX2_V__1818	6921	3	10662	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unknown	unknown
